name,nodelist,count,notes
lz4,"[{""name"":lz4,""pkgman"":VCPKG},{""name"":lz4,""pkgman"":Cargo},{""name"":lz4,""pkgman"":Chromebrew},{""name"":lz4,""pkgman"":Conan},{""name"":lz4,""pkgman"":Homebrew}]",5,
lzfse,"[{""name"":lzfse,""pkgman"":VCPKG},{""name"":lzfse,""pkgman"":Cargo},{""name"":lzfse,""pkgman"":Conan},{""name"":lzfse,""pkgman"":Homebrew}]",4,
lzo,"[{""name"":lzo,""pkgman"":VCPKG},{""name"":lzo,""pkgman"":Chromebrew},{""name"":lzo,""pkgman"":Conan},{""name"":lzo,""pkgman"":Homebrew}]",4,
lzokay,"[{""name"":lzokay,""pkgman"":VCPKG},{""name"":lzokay,""pkgman"":Cargo}]",2,
magnum,"[{""name"":magnum,""pkgman"":VCPKG},{""name"":magnum,""pkgman"":Cargo},{""name"":magnum,""pkgman"":Conan}]",3,
magnum-extras,"[{""name"":magnum-extras,""pkgman"":VCPKG},{""name"":magnum-extras,""pkgman"":Conan}]",2,
magnum-integration,"[{""name"":magnum-integration,""pkgman"":VCPKG},{""name"":magnum-integration,""pkgman"":Conan}]",2,
magnum-plugins,"[{""name"":magnum-plugins,""pkgman"":VCPKG},{""name"":magnum-plugins,""pkgman"":Conan}]",2,
mailio,"[{""name"":mailio,""pkgman"":VCPKG},{""name"":mailio,""pkgman"":Conan}]",2,
mapnik,"[{""name"":mapnik,""pkgman"":VCPKG},{""name"":mapnik,""pkgman"":Homebrew}]",2,
matio,"[{""name"":matio,""pkgman"":VCPKG},{""name"":matio,""pkgman"":Conan}]",2,
matplotplusplus,"[{""name"":matplotplusplus,""pkgman"":VCPKG},{""name"":matplotplusplus,""pkgman"":Homebrew}]",2,
matroska,"[{""name"":matroska,""pkgman"":VCPKG},{""name"":matroska,""pkgman"":Cargo}]",2,
mbedtls,"[{""name"":mbedtls,""pkgman"":VCPKG},{""name"":mbedtls,""pkgman"":Cargo},{""name"":mbedtls,""pkgman"":Conan},{""name"":mbedtls,""pkgman"":Homebrew}]",4,
mcpp,"[{""name"":mcpp,""pkgman"":VCPKG},{""name"":mcpp,""pkgman"":Homebrew}]",2,
mdns,"[{""name"":mdns,""pkgman"":VCPKG},{""name"":mdns,""pkgman"":Cargo},{""name"":mdns,""pkgman"":Conan}]",3,
mdnsresponder,"[{""name"":mdnsresponder,""pkgman"":VCPKG},{""name"":mdnsresponder,""pkgman"":Conan}]",2,
mdspan,"[{""name"":mdspan,""pkgman"":VCPKG},{""name"":mdspan,""pkgman"":Conan}]",2,
mecab,"[{""name"":mecab,""pkgman"":VCPKG},{""name"":mecab,""pkgman"":Cargo},{""name"":mecab,""pkgman"":Homebrew}]",3,
mesa,"[{""name"":mesa,""pkgman"":VCPKG},{""name"":mesa,""pkgman"":Chromebrew},{""name"":mesa,""pkgman"":Homebrew}]",3,
meshoptimizer,"[{""name"":meshoptimizer,""pkgman"":VCPKG},{""name"":meshoptimizer,""pkgman"":Conan}]",2,
metis,"[{""name"":metis,""pkgman"":VCPKG},{""name"":metis,""pkgman"":Cargo},{""name"":metis,""pkgman"":Conan},{""name"":metis,""pkgman"":Homebrew}]",4,
metrohash,"[{""name"":metrohash,""pkgman"":VCPKG},{""name"":metrohash,""pkgman"":Cargo}]",2,
mikktspace,"[{""name"":mikktspace,""pkgman"":VCPKG},{""name"":mikktspace,""pkgman"":Cargo},{""name"":mikktspace,""pkgman"":Conan}]",3,
mimalloc,"[{""name"":mimalloc,""pkgman"":VCPKG},{""name"":mimalloc,""pkgman"":Cargo},{""name"":mimalloc,""pkgman"":Chromebrew},{""name"":mimalloc,""pkgman"":Conan},{""name"":mimalloc,""pkgman"":Homebrew}]",5,
minc,"[{""name"":minc,""pkgman"":VCPKG},{""name"":minc,""pkgman"":Cargo}]",2,
minhook,"[{""name"":minhook,""pkgman"":VCPKG},{""name"":minhook,""pkgman"":Nimble}]",2,
minifb,"[{""name"":minifb,""pkgman"":VCPKG},{""name"":minifb,""pkgman"":Cargo}]",2,
minimp3,"[{""name"":minimp3,""pkgman"":VCPKG},{""name"":minimp3,""pkgman"":Cargo},{""name"":minimp3,""pkgman"":Conan}]",3,
minitrace,"[{""name"":minitrace,""pkgman"":VCPKG},{""name"":minitrace,""pkgman"":Cargo}]",2,
miniupnpc,"[{""name"":miniupnpc,""pkgman"":VCPKG},{""name"":miniupnpc,""pkgman"":Chromebrew},{""name"":miniupnpc,""pkgman"":Conan},{""name"":miniupnpc,""pkgman"":Homebrew}]",4,
miniz,"[{""name"":miniz,""pkgman"":VCPKG},{""name"":miniz,""pkgman"":Conan},{""name"":miniz,""pkgman"":Nimble}]",3,
minizip,"[{""name"":minizip,""pkgman"":VCPKG},{""name"":minizip,""pkgman"":Chromebrew},{""name"":minizip,""pkgman"":Conan},{""name"":minizip,""pkgman"":Homebrew}]",4,
minizip-ng,"[{""name"":minizip-ng,""pkgman"":VCPKG},{""name"":minizip-ng,""pkgman"":Conan},{""name"":minizip-ng,""pkgman"":Homebrew}]",3,
mio,"[{""name"":mio,""pkgman"":VCPKG},{""name"":mio,""pkgman"":Cargo},{""name"":mio,""pkgman"":Conan}]",3,
mlpack,"[{""name"":mlpack,""pkgman"":VCPKG},{""name"":mlpack,""pkgman"":Homebrew}]",2,
mongo-c-driver,"[{""name"":mongo-c-driver,""pkgman"":VCPKG},{""name"":mongo-c-driver,""pkgman"":Conan},{""name"":mongo-c-driver,""pkgman"":Homebrew}]",3,
mongo-cxx-driver,"[{""name"":mongo-cxx-driver,""pkgman"":VCPKG},{""name"":mongo-cxx-driver,""pkgman"":Conan},{""name"":mongo-cxx-driver,""pkgman"":Homebrew}]",3,
mongoose,"[{""name"":mongoose,""pkgman"":VCPKG},{""name"":mongoose,""pkgman"":Homebrew}]",2,
morton-nd,"[{""name"":morton-nd,""pkgman"":VCPKG},{""name"":morton-nd,""pkgman"":Conan}]",2,
mosquitto,"[{""name"":mosquitto,""pkgman"":VCPKG},{""name"":mosquitto,""pkgman"":Cargo},{""name"":mosquitto,""pkgman"":Conan},{""name"":mosquitto,""pkgman"":Homebrew}]",4,
mozjpeg,"[{""name"":mozjpeg,""pkgman"":VCPKG},{""name"":mozjpeg,""pkgman"":Cargo},{""name"":mozjpeg,""pkgman"":Conan},{""name"":mozjpeg,""pkgman"":Homebrew}]",4,
mp-units,"[{""name"":mp-units,""pkgman"":VCPKG},{""name"":mp-units,""pkgman"":Conan}]",2,
mpark-variant,"[{""name"":mpark-variant,""pkgman"":VCPKG},{""name"":mpark-variant,""pkgman"":Conan}]",2,
mpc,"[{""name"":mpc,""pkgman"":VCPKG},{""name"":mpc,""pkgman"":Cargo},{""name"":mpc,""pkgman"":Chromebrew},{""name"":mpc,""pkgman"":Conan},{""name"":mpc,""pkgman"":Homebrew}]",5,
mpfr,"[{""name"":mpfr,""pkgman"":VCPKG},{""name"":mpfr,""pkgman"":Cargo},{""name"":mpfr,""pkgman"":Chromebrew},{""name"":mpfr,""pkgman"":Conan},{""name"":mpfr,""pkgman"":Homebrew}]",5,
mpg123,"[{""name"":mpg123,""pkgman"":VCPKG},{""name"":mpg123,""pkgman"":Cargo},{""name"":mpg123,""pkgman"":Chromebrew},{""name"":mpg123,""pkgman"":Conan},{""name"":mpg123,""pkgman"":Homebrew}]",5,
mpi,"[{""name"":mpi,""pkgman"":VCPKG},{""name"":mpi,""pkgman"":Cargo}]",2,
mpir,"[{""name"":mpir,""pkgman"":VCPKG},{""name"":mpir,""pkgman"":Conan},{""name"":mpir,""pkgman"":Homebrew}]",3,
mpmcqueue,"[{""name"":mpmcqueue,""pkgman"":VCPKG},{""name"":mpmcqueue,""pkgman"":Conan}]",2,
ms-gsl,"[{""name"":ms-gsl,""pkgman"":VCPKG},{""name"":ms-gsl,""pkgman"":Conan}]",2,
msdfgen,"[{""name"":msdfgen,""pkgman"":VCPKG},{""name"":msdfgen,""pkgman"":Cargo},{""name"":msdfgen,""pkgman"":Conan}]",3,
msgpack,"[{""name"":msgpack,""pkgman"":VCPKG},{""name"":msgpack,""pkgman"":Cargo},{""name"":msgpack,""pkgman"":Conan},{""name"":msgpack,""pkgman"":Homebrew},{""name"":msgpack,""pkgman"":Nimble}]",5,
msix,"[{""name"":msix,""pkgman"":VCPKG},{""name"":msix,""pkgman"":Cargo},{""name"":msix,""pkgman"":Conan}]",3,
mstch,"[{""name"":mstch,""pkgman"":VCPKG},{""name"":mstch,""pkgman"":Homebrew}]",2,
mujs,"[{""name"":mujs,""pkgman"":VCPKG},{""name"":mujs,""pkgman"":Cargo},{""name"":mujs,""pkgman"":Chromebrew},{""name"":mujs,""pkgman"":Conan},{""name"":mujs,""pkgman"":Homebrew}]",5,
muparser,"[{""name"":muparser,""pkgman"":VCPKG},{""name"":muparser,""pkgman"":Chromebrew},{""name"":muparser,""pkgman"":Conan},{""name"":muparser,""pkgman"":Homebrew}]",4,
murmurhash,"[{""name"":murmurhash,""pkgman"":VCPKG},{""name"":murmurhash,""pkgman"":Nimble}]",2,
nameof,"[{""name"":nameof,""pkgman"":VCPKG},{""name"":nameof,""pkgman"":Conan},{""name"":nameof,""pkgman"":Cargo}]",3,
nanobench,"[{""name"":nanobench,""pkgman"":VCPKG},{""name"":nanobench,""pkgman"":Conan}]",2,
nanodbc,"[{""name"":nanodbc,""pkgman"":VCPKG},{""name"":nanodbc,""pkgman"":Conan}]",2,
nanoflann,"[{""name"":nanoflann,""pkgman"":VCPKG},{""name"":nanoflann,""pkgman"":Conan},{""name"":nanoflann,""pkgman"":Homebrew}]",3,
nanomsg,"[{""name"":nanomsg,""pkgman"":VCPKG},{""name"":nanomsg,""pkgman"":Cargo},{""name"":nanomsg,""pkgman"":Chromebrew},{""name"":nanomsg,""pkgman"":Homebrew},{""name"":nanomsg,""pkgman"":Nimble}]",5,
nanorange,"[{""name"":nanorange,""pkgman"":VCPKG},{""name"":nanorange,""pkgman"":Conan}]",2,
nanovg,"[{""name"":nanovg,""pkgman"":VCPKG},{""name"":nanovg,""pkgman"":Cargo},{""name"":nanovg,""pkgman"":Nimble}]",3,
nativefiledialog,"[{""name"":nativefiledialog,""pkgman"":VCPKG},{""name"":nativefiledialog,""pkgman"":Conan}]",2,
nccl,"[{""name"":nccl,""pkgman"":VCPKG},{""name"":nccl,""pkgman"":Cargo}]",2,
ncurses,"[{""name"":ncurses,""pkgman"":VCPKG},{""name"":ncurses,""pkgman"":Cargo},{""name"":ncurses,""pkgman"":Chromebrew},{""name"":ncurses,""pkgman"":Conan},{""name"":ncurses,""pkgman"":Homebrew},{""name"":ncurses,""pkgman"":Nimble}]",6,
neargye-semver,"[{""name"":neargye-semver,""pkgman"":VCPKG},{""name"":neargye-semver,""pkgman"":Conan}]",2,
nettle,"[{""name"":nettle,""pkgman"":VCPKG},{""name"":nettle,""pkgman"":Chromebrew},{""name"":nettle,""pkgman"":Conan},{""name"":nettle,""pkgman"":Homebrew},{""name"":nettle,""pkgman"":Cargo}]",5,
nghttp2,"[{""name"":nghttp2,""pkgman"":VCPKG},{""name"":nghttp2,""pkgman"":Cargo},{""name"":nghttp2,""pkgman"":Homebrew}]",3,
ngspice,"[{""name"":ngspice,""pkgman"":VCPKG},{""name"":ngspice,""pkgman"":Homebrew},{""name"":ngspice,""pkgman"":Nimble}]",3,
nlohmann-json,"[{""name"":nlohmann-json,""pkgman"":VCPKG},{""name"":nlohmann-json,""pkgman"":Homebrew}]",2,
nlopt,"[{""name"":nlopt,""pkgman"":VCPKG},{""name"":nlopt,""pkgman"":Conan},{""name"":nlopt,""pkgman"":Homebrew},{""name"":nlopt,""pkgman"":Cargo},{""name"":nlopt,""pkgman"":Nimble}]",5,
nmap,"[{""name"":nmap,""pkgman"":VCPKG},{""name"":nmap,""pkgman"":Cargo},{""name"":nmap,""pkgman"":Chromebrew},{""name"":nmap,""pkgman"":Homebrew}]",4,
nmslib,"[{""name"":nmslib,""pkgman"":VCPKG},{""name"":nmslib,""pkgman"":Conan}]",2,
nng,"[{""name"":nng,""pkgman"":VCPKG},{""name"":nng,""pkgman"":Cargo},{""name"":nng,""pkgman"":Conan},{""name"":nng,""pkgman"":Homebrew}]",4,
nsync,"[{""name"":nsync,""pkgman"":VCPKG},{""name"":nsync,""pkgman"":Conan}]",2,
nuklear,"[{""name"":nuklear,""pkgman"":VCPKG},{""name"":nuklear,""pkgman"":Conan}]",2,
numactl,"[{""name"":numactl,""pkgman"":VCPKG},{""name"":numactl,""pkgman"":Chromebrew},{""name"":numactl,""pkgman"":Homebrew}]",3,
numcpp,"[{""name"":numcpp,""pkgman"":VCPKG},{""name"":numcpp,""pkgman"":Conan},{""name"":numcpp,""pkgman"":Homebrew}]",3,
oatpp,"[{""name"":oatpp,""pkgman"":VCPKG},{""name"":oatpp,""pkgman"":Conan}]",2,
oatpp-libressl,"[{""name"":oatpp-libressl,""pkgman"":VCPKG},{""name"":oatpp-libressl,""pkgman"":Conan}]",2,
oatpp-openssl,"[{""name"":oatpp-openssl,""pkgman"":VCPKG},{""name"":oatpp-openssl,""pkgman"":Conan}]",2,
oatpp-postgresql,"[{""name"":oatpp-postgresql,""pkgman"":VCPKG},{""name"":oatpp-postgresql,""pkgman"":Conan}]",2,
oatpp-sqlite,"[{""name"":oatpp-sqlite,""pkgman"":VCPKG},{""name"":oatpp-sqlite,""pkgman"":Conan}]",2,
oatpp-swagger,"[{""name"":oatpp-swagger,""pkgman"":VCPKG},{""name"":oatpp-swagger,""pkgman"":Conan}]",2,
oatpp-websocket,"[{""name"":oatpp-websocket,""pkgman"":VCPKG},{""name"":oatpp-websocket,""pkgman"":Conan}]",2,
observer-ptr-lite,"[{""name"":observer-ptr-lite,""pkgman"":VCPKG},{""name"":observer-ptr-lite,""pkgman"":Conan}]",2,
octomap,"[{""name"":octomap,""pkgman"":VCPKG},{""name"":octomap,""pkgman"":Conan},{""name"":octomap,""pkgman"":Homebrew}]",3,
ode,"[{""name"":ode,""pkgman"":VCPKG},{""name"":ode,""pkgman"":Cargo},{""name"":ode,""pkgman"":Homebrew}]",3,
ogre,"[{""name"":ogre,""pkgman"":VCPKG},{""name"":ogre,""pkgman"":Cargo}]",2,
ois,"[{""name"":ois,""pkgman"":VCPKG},{""name"":ois,""pkgman"":Conan}]",2,
ompl,"[{""name"":ompl,""pkgman"":VCPKG},{""name"":ompl,""pkgman"":Homebrew}]",2,
onednn,"[{""name"":onednn,""pkgman"":VCPKG},{""name"":onednn,""pkgman"":Homebrew}]",2,
oniguruma,"[{""name"":oniguruma,""pkgman"":VCPKG},{""name"":oniguruma,""pkgman"":Chromebrew},{""name"":oniguruma,""pkgman"":Conan},{""name"":oniguruma,""pkgman"":Homebrew},{""name"":oniguruma,""pkgman"":Cargo}]",5,
onnx,"[{""name"":onnx,""pkgman"":VCPKG},{""name"":onnx,""pkgman"":Cargo},{""name"":onnx,""pkgman"":Conan}]",3,
oof,"[{""name"":oof,""pkgman"":VCPKG},{""name"":oof,""pkgman"":Cargo}]",2,
open62541,"[{""name"":open62541,""pkgman"":VCPKG},{""name"":open62541,""pkgman"":Conan}]",2,
openal-soft,"[{""name"":openal-soft,""pkgman"":VCPKG},{""name"":openal-soft,""pkgman"":Homebrew}]",2,
openblas,"[{""name"":openblas,""pkgman"":VCPKG},{""name"":openblas,""pkgman"":Cargo},{""name"":openblas,""pkgman"":Chromebrew},{""name"":openblas,""pkgman"":Conan},{""name"":openblas,""pkgman"":Homebrew}]",5,
opencascade,"[{""name"":opencascade,""pkgman"":VCPKG},{""name"":opencascade,""pkgman"":Conan},{""name"":opencascade,""pkgman"":Homebrew}]",3,
opencc,"[{""name"":opencc,""pkgman"":VCPKG},{""name"":opencc,""pkgman"":Cargo},{""name"":opencc,""pkgman"":Homebrew}]",3,
opencl,"[{""name"":opencl,""pkgman"":VCPKG},{""name"":opencl,""pkgman"":Cargo},{""name"":opencl,""pkgman"":Nimble}]",3,
opencolorio,"[{""name"":opencolorio,""pkgman"":VCPKG},{""name"":opencolorio,""pkgman"":Cargo},{""name"":opencolorio,""pkgman"":Conan},{""name"":opencolorio,""pkgman"":Homebrew}]",4,
opencsg,"[{""name"":opencsg,""pkgman"":VCPKG},{""name"":opencsg,""pkgman"":Homebrew}]",2,
opencv,"[{""name"":opencv,""pkgman"":VCPKG},{""name"":opencv,""pkgman"":Conan},{""name"":opencv,""pkgman"":Homebrew},{""name"":opencv,""pkgman"":Cargo},{""name"":opencv,""pkgman"":Nimble}]",5,
openexr,"[{""name"":openexr,""pkgman"":VCPKG},{""name"":openexr,""pkgman"":Cargo},{""name"":openexr,""pkgman"":Chromebrew},{""name"":openexr,""pkgman"":Conan},{""name"":openexr,""pkgman"":Homebrew}]",5,
opengl,"[{""name"":opengl,""pkgman"":VCPKG},{""name"":opengl,""pkgman"":Conan},{""name"":opengl,""pkgman"":Nimble}]",3,
openh264,"[{""name"":openh264,""pkgman"":VCPKG},{""name"":openh264,""pkgman"":Cargo},{""name"":openh264,""pkgman"":Conan},{""name"":openh264,""pkgman"":Homebrew}]",4,
openjpeg,"[{""name"":openjpeg,""pkgman"":VCPKG},{""name"":openjpeg,""pkgman"":Chromebrew},{""name"":openjpeg,""pkgman"":Conan},{""name"":openjpeg,""pkgman"":Homebrew}]",4,
openmama,"[{""name"":openmama,""pkgman"":VCPKG},{""name"":openmama,""pkgman"":Homebrew}]",2,
openmesh,"[{""name"":openmesh,""pkgman"":VCPKG},{""name"":openmesh,""pkgman"":Conan}]",2,
openmpi,"[{""name"":openmpi,""pkgman"":VCPKG},{""name"":openmpi,""pkgman"":Chromebrew},{""name"":openmpi,""pkgman"":Conan}]",3,
openni2,"[{""name"":openni2,""pkgman"":VCPKG},{""name"":openni2,""pkgman"":Cargo}]",2,
openssl,"[{""name"":openssl,""pkgman"":VCPKG},{""name"":openssl,""pkgman"":Cargo},{""name"":openssl,""pkgman"":Alire},{""name"":openssl,""pkgman"":Chromebrew},{""name"":openssl,""pkgman"":Conan}]",5,
opensubdiv,"[{""name"":opensubdiv,""pkgman"":VCPKG},{""name"":opensubdiv,""pkgman"":Cargo},{""name"":opensubdiv,""pkgman"":Homebrew}]",3,
opentelemetry-cpp,"[{""name"":opentelemetry-cpp,""pkgman"":VCPKG},{""name"":opentelemetry-cpp,""pkgman"":Conan}]",2,
opentracing,"[{""name"":opentracing,""pkgman"":VCPKG},{""name"":opentracing,""pkgman"":Cargo}]",2,
openvdb,"[{""name"":openvdb,""pkgman"":VCPKG},{""name"":openvdb,""pkgman"":Conan},{""name"":openvdb,""pkgman"":Homebrew},{""name"":openvdb,""pkgman"":Cargo}]",4,
openvr,"[{""name"":openvr,""pkgman"":VCPKG},{""name"":openvr,""pkgman"":Cargo},{""name"":openvr,""pkgman"":Chromebrew},{""name"":openvr,""pkgman"":Conan}]",4,
optional-lite,"[{""name"":optional-lite,""pkgman"":VCPKG},{""name"":optional-lite,""pkgman"":Conan}]",2,
opus,"[{""name"":opus,""pkgman"":VCPKG},{""name"":opus,""pkgman"":Cargo},{""name"":opus,""pkgman"":Chromebrew},{""name"":opus,""pkgman"":Conan},{""name"":opus,""pkgman"":Homebrew},{""name"":opus,""pkgman"":Nimble}]",6,
opusfile,"[{""name"":opusfile,""pkgman"":VCPKG},{""name"":opusfile,""pkgman"":Conan},{""name"":opusfile,""pkgman"":Homebrew}]",3,
orc,"[{""name"":orc,""pkgman"":VCPKG},{""name"":orc,""pkgman"":Cargo},{""name"":orc,""pkgman"":Chromebrew},{""name"":orc,""pkgman"":Homebrew}]",4,
orocos-kdl,"[{""name"":orocos-kdl,""pkgman"":VCPKG},{""name"":orocos-kdl,""pkgman"":Homebrew}]",2,
osgearth,"[{""name"":osgearth,""pkgman"":VCPKG},{""name"":osgearth,""pkgman"":Conan}]",2,
osi,"[{""name"":osi,""pkgman"":VCPKG},{""name"":osi,""pkgman"":Homebrew}]",2,
otl,"[{""name"":otl,""pkgman"":VCPKG},{""name"":otl,""pkgman"":Cargo}]",2,
outcome,"[{""name"":outcome,""pkgman"":VCPKG},{""name"":outcome,""pkgman"":Cargo},{""name"":outcome,""pkgman"":Conan}]",3,
pagmo2,"[{""name"":pagmo2,""pkgman"":VCPKG},{""name"":pagmo2,""pkgman"":Conan}]",2,
paho-mqtt,"[{""name"":paho-mqtt,""pkgman"":VCPKG},{""name"":paho-mqtt,""pkgman"":Cargo}]",2,
pango,"[{""name"":pango,""pkgman"":VCPKG},{""name"":pango,""pkgman"":Cargo},{""name"":pango,""pkgman"":Chromebrew},{""name"":pango,""pkgman"":Conan},{""name"":pango,""pkgman"":Homebrew}]",5,
pangolin,"[{""name"":pangolin,""pkgman"":VCPKG},{""name"":pangolin,""pkgman"":Cargo}]",2,
pangomm,"[{""name"":pangomm,""pkgman"":VCPKG},{""name"":pangomm,""pkgman"":Chromebrew},{""name"":pangomm,""pkgman"":Homebrew}]",3,
parallel-hashmap,"[{""name"":parallel-hashmap,""pkgman"":VCPKG},{""name"":parallel-hashmap,""pkgman"":Conan},{""name"":parallel-hashmap,""pkgman"":Homebrew}]",3,
parquet,"[{""name"":parquet,""pkgman"":VCPKG},{""name"":parquet,""pkgman"":Cargo}]",2,
parson,"[{""name"":parson,""pkgman"":VCPKG},{""name"":parson,""pkgman"":Cargo}]",2,
pbc,"[{""name"":pbc,""pkgman"":VCPKG},{""name"":pbc,""pkgman"":Homebrew}]",2,
pcapplusplus,"[{""name"":pcapplusplus,""pkgman"":VCPKG},{""name"":pcapplusplus,""pkgman"":Conan},{""name"":pcapplusplus,""pkgman"":Homebrew}]",3,
pcg,"[{""name"":pcg,""pkgman"":VCPKG},{""name"":pcg,""pkgman"":Cargo}]",2,
pcl,"[{""name"":pcl,""pkgman"":VCPKG},{""name"":pcl,""pkgman"":Homebrew}]",2,
pcre,"[{""name"":pcre,""pkgman"":VCPKG},{""name"":pcre,""pkgman"":Chromebrew},{""name"":pcre,""pkgman"":Conan},{""name"":pcre,""pkgman"":Homebrew},{""name"":pcre,""pkgman"":Cargo}]",5,
pcre2,"[{""name"":pcre2,""pkgman"":VCPKG},{""name"":pcre2,""pkgman"":Cargo},{""name"":pcre2,""pkgman"":Chromebrew},{""name"":pcre2,""pkgman"":Conan},{""name"":pcre2,""pkgman"":Homebrew}]",5,
pdal,"[{""name"":pdal,""pkgman"":VCPKG},{""name"":pdal,""pkgman"":Conan},{""name"":pdal,""pkgman"":Homebrew}]",3,
pdcurses,"[{""name"":pdcurses,""pkgman"":VCPKG},{""name"":pdcurses,""pkgman"":Conan},{""name"":pdcurses,""pkgman"":Nimble}]",3,
pdqsort,"[{""name"":pdqsort,""pkgman"":VCPKG},{""name"":pdqsort,""pkgman"":Cargo},{""name"":pdqsort,""pkgman"":Conan}]",3,
pegtl,"[{""name"":pegtl,""pkgman"":VCPKG},{""name"":pegtl,""pkgman"":Homebrew}]",2,
pffft,"[{""name"":pffft,""pkgman"":VCPKG},{""name"":pffft,""pkgman"":Conan}]",2,
pfring,"[{""name"":pfring,""pkgman"":VCPKG},{""name"":pfring,""pkgman"":Nimble}]",2,
physfs,"[{""name"":physfs,""pkgman"":VCPKG},{""name"":physfs,""pkgman"":Conan},{""name"":physfs,""pkgman"":Homebrew},{""name"":physfs,""pkgman"":Nimble}]",4,
physx,"[{""name"":physx,""pkgman"":VCPKG},{""name"":physx,""pkgman"":Cargo},{""name"":physx,""pkgman"":Conan}]",3,
picojson,"[{""name"":picojson,""pkgman"":VCPKG},{""name"":picojson,""pkgman"":Conan}]",2,
pistache,"[{""name"":pistache,""pkgman"":VCPKG},{""name"":pistache,""pkgman"":Conan}]",2,
pixel,"[{""name"":pixel,""pkgman"":VCPKG},{""name"":pixel,""pkgman"":Cargo}]",2,
pixman,"[{""name"":pixman,""pkgman"":VCPKG},{""name"":pixman,""pkgman"":Chromebrew},{""name"":pixman,""pkgman"":Conan},{""name"":pixman,""pkgman"":Homebrew}]",4,
pkgconf,"[{""name"":pkgconf,""pkgman"":VCPKG},{""name"":pkgconf,""pkgman"":Chromebrew},{""name"":pkgconf,""pkgman"":Conan},{""name"":pkgconf,""pkgman"":Homebrew}]",4,
plog,"[{""name"":plog,""pkgman"":VCPKG},{""name"":plog,""pkgman"":Conan}]",2,
plplot,"[{""name"":plplot,""pkgman"":VCPKG},{""name"":plplot,""pkgman"":Alire},{""name"":plplot,""pkgman"":Chromebrew},{""name"":plplot,""pkgman"":Homebrew}]",4,
plustache,"[{""name"":plustache,""pkgman"":VCPKG},{""name"":plustache,""pkgman"":Homebrew}]",2,
pmdk,"[{""name"":pmdk,""pkgman"":VCPKG},{""name"":pmdk,""pkgman"":Cargo}]",2,
pngpp,"[{""name"":pngpp,""pkgman"":VCPKG},{""name"":pngpp,""pkgman"":Conan}]",2,
poco,"[{""name"":poco,""pkgman"":VCPKG},{""name"":poco,""pkgman"":Conan},{""name"":poco,""pkgman"":Homebrew},{""name"":poco,""pkgman"":Cargo}]",4,
podofo,"[{""name"":podofo,""pkgman"":VCPKG},{""name"":podofo,""pkgman"":Chromebrew},{""name"":podofo,""pkgman"":Conan},{""name"":podofo,""pkgman"":Homebrew}]",4,
poly2tri,"[{""name"":poly2tri,""pkgman"":VCPKG},{""name"":poly2tri,""pkgman"":Cargo},{""name"":poly2tri,""pkgman"":Conan}]",3,
poppler,"[{""name"":poppler,""pkgman"":VCPKG},{""name"":poppler,""pkgman"":Cargo},{""name"":poppler,""pkgman"":Chromebrew},{""name"":poppler,""pkgman"":Conan},{""name"":poppler,""pkgman"":Homebrew}]",5,
portaudio,"[{""name"":portaudio,""pkgman"":VCPKG},{""name"":portaudio,""pkgman"":Cargo},{""name"":portaudio,""pkgman"":Homebrew},{""name"":portaudio,""pkgman"":Nimble}]",4,
portmidi,"[{""name"":portmidi,""pkgman"":VCPKG},{""name"":portmidi,""pkgman"":Cargo},{""name"":portmidi,""pkgman"":Homebrew}]",3,
pprint,"[{""name"":pprint,""pkgman"":VCPKG},{""name"":pprint,""pkgman"":Conan},{""name"":pprint,""pkgman"":Homebrew}]",3,
proj,"[{""name"":proj,""pkgman"":VCPKG},{""name"":proj,""pkgman"":Conan},{""name"":proj,""pkgman"":Cargo},{""name"":proj,""pkgman"":Homebrew}]",4,
proj4,"[{""name"":proj4,""pkgman"":VCPKG},{""name"":proj4,""pkgman"":Chromebrew}]",2,
prometheus-cpp,"[{""name"":prometheus-cpp,""pkgman"":VCPKG},{""name"":prometheus-cpp,""pkgman"":Conan},{""name"":prometheus-cpp,""pkgman"":Homebrew}]",3,
protobuf,"[{""name"":protobuf,""pkgman"":VCPKG},{""name"":protobuf,""pkgman"":Cargo},{""name"":protobuf,""pkgman"":Alire},{""name"":protobuf,""pkgman"":Chromebrew},{""name"":protobuf,""pkgman"":Conan},{""name"":protobuf,""pkgman"":Homebrew},{""name"":protobuf,""pkgman"":Nimble}]",7,
protobuf-c,"[{""name"":protobuf-c,""pkgman"":VCPKG},{""name"":protobuf-c,""pkgman"":Homebrew}]",2,
protozero,"[{""name"":protozero,""pkgman"":VCPKG},{""name"":protozero,""pkgman"":Cargo}]",2,
psimd,"[{""name"":psimd,""pkgman"":VCPKG},{""name"":psimd,""pkgman"":Conan}]",2,
pthreadpool,"[{""name"":pthreadpool,""pkgman"":VCPKG},{""name"":pthreadpool,""pkgman"":Conan}]",2,
pugixml,"[{""name"":pugixml,""pkgman"":VCPKG},{""name"":pugixml,""pkgman"":Chromebrew},{""name"":pugixml,""pkgman"":Conan},{""name"":pugixml,""pkgman"":Homebrew}]",4,
pybind11,"[{""name"":pybind11,""pkgman"":VCPKG},{""name"":pybind11,""pkgman"":Conan},{""name"":pybind11,""pkgman"":Homebrew}]",3,
